이미지명,shoulder_left_x,shoulder_left_y,shoulder_left_z,shoulder_right_x,shoulder_right_y,shoulder_right_z,elbow_left_x,elbow_left_y,elbow_left_z,elbow_right_x,elbow_right_y,elbow_right_z,wrist_left_x,wrist_left_y,wrist_left_z,wrist_right_x,wrist_right_y,wrist_right_z,hip_left_x,hip_left_y,hip_left_z,hip_right_x,hip_right_y,hip_right_z,knee_left_x,knee_left_y,knee_left_z,knee_right_x,knee_right_y,knee_right_z,ankle_left_x,ankle_left_y,ankle_left_z,ankle_right_x,ankle_right_y,ankle_right_z,heel_left_x,heel_left_y,heel_left_z,heel_right_x,heel_right_y,heel_right_z,toe_left_x,toe_left_y,toe_left_z,toe_right_x,toe_right_y,toe_right_z
skeleton_00012_H_A_SY_C2_00012_H_A_SY_C2_I008.jpg,0.435763418674469,0.3933529555797577,-0.060512952506542206,0.45089903473854065,0.40997403860092163,-0.19551831483840942,0.45628559589385986,0.4457455277442932,-0.0050414265133440495,0.4759107530117035,0.4644537568092346,-0.19049783051013947,0.48664671182632446,0.4581334888935089,0.004703243728727102,0.4999145269393921,0.4853730797767639,-0.167728453874588,0.4724259376525879,0.48845091462135315,0.05126476287841797,0.4819795489311218,0.5071206092834473,-0.05134443938732147,0.49210265278816223,0.47744354605674744,0.16470886766910553,0.5059190988540649,0.5137485861778259,0.019674615934491158,0.5102859139442444,0.5502601861953735,0.247868150472641,0.5062522888183594,0.5814088582992554,0.10822949558496475,0.5094470977783203,0.5674574971199036,0.2558431327342987,0.5022232532501221,0.599672257900238,0.11817552149295807,0.5255184769630432,0.5473982095718384,0.2532164752483368,0.5263291001319885,0.5787569880485535,0.1075291708111763
skeleton_00038_H_A_SY_C2_00038_H_A_SY_C2_I007.jpg,0.42875200510025024,0.48810628056526184,-0.0322604775428772,0.4229991137981415,0.499246209859848,-0.012904059141874313,0.43465954065322876,0.4967988133430481,-0.05453120172023773,0.42600712180137634,0.5123581290245056,-0.03141314908862114,0.426300972700119,0.49304771423339844,-0.07406451553106308,0.42219051718711853,0.5043299198150635,-0.06370416283607483,0.43768224120140076,0.5080429911613464,-0.007924383506178856,0.43224939703941345,0.5108802318572998,0.007937449030578136,0.43236029148101807,0.5223672389984131,-0.02644438110291958,0.4209063947200775,0.5150253772735596,-0.0039342306554317474,0.43423134088516235,0.5287140607833862,-0.0018881119322031736,0.4254402220249176,0.5282910466194153,0.004538027569651604,0.43557193875312805,0.5283592939376831,0.0004957807250320911,0.42750272154808044,0.5295771360397339,0.005199264269322157,0.43174174427986145,0.5349456071853638,-0.005694668274372816,0.4231419265270233,0.5359160304069519,-0.0011940731201320887
skeleton_00045_H_A_SY_C2_00045_H_A_SY_C2_I005.jpg,0.4820038378238678,0.4197090268135071,0.06077202782034874,0.5099161267280579,0.4349324703216553,0.05836610123515129,0.45997923612594604,0.455556720495224,0.04271923005580902,0.5273734927177429,0.49957552552223206,0.01186300814151764,0.4480719268321991,0.48239046335220337,0.0626150369644165,0.5018857717514038,0.5232988595962524,-0.008512858301401138,0.45928043127059937,0.5143266916275024,0.000384868384571746,0.48561403155326843,0.5316482186317444,-0.000986602739430964,0.4578453302383423,0.5246415138244629,0.128813698887825,0.48595771193504333,0.5257827639579773,0.09257078170776367,0.45462772250175476,0.5885964035987854,-0.015265019610524178,0.4748057425022125,0.5817614793777466,-0.05849876254796982,0.45701661705970764,0.5906168222427368,-0.029521925374865532,0.4745504558086395,0.5878725051879883,-0.07380692660808563,0.4512098729610443,0.6330474019050598,-0.02967704087495804,0.4666256904602051,0.6157147288322449,-0.08161957561969757
skeleton_00049_H_A_SY_C2_00049_H_A_SY_C2_I007.jpg,0.39040252566337585,0.48454612493515015,-0.025941135361790657,0.3865281641483307,0.49002933502197266,0.018593689426779747,0.3871481716632843,0.4876105487346649,-0.037775106728076935,0.38145703077316284,0.500180184841156,0.0233320239931345,0.38230398297309875,0.4821540117263794,-0.03204725682735443,0.3770168721675873,0.5008481740951538,0.011176609434187412,0.3945370316505432,0.525649905204773,-0.015736771747469902,0.39169037342071533,0.5251848697662354,0.015741853043437004,0.38399046659469604,0.5152727961540222,-0.023046942427754402,0.381613165140152,0.5079893469810486,0.01695987954735756,0.371243953704834,0.5207118391990662,-0.013128099963068962,0.3718075752258301,0.5231621861457825,0.015019598416984081,0.3698483109474182,0.5231947898864746,-0.012477191165089607,0.37106963992118835,0.5275521278381348,0.014388506300747395,0.36659637093544006,0.5159332752227783,-0.019382255151867867,0.3669143319129944,0.5214855074882507,0.009456430561840534
skeleton_00049_H_A_SY_C2_00049_H_A_SY_C2_I008.jpg,0.40654051303863525,0.4770176112651825,-0.07466258108615875,0.38884103298187256,0.4990713596343994,0.04120146483182907,0.41770949959754944,0.5288479924201965,-0.10141731053590775,0.3938853144645691,0.5415803790092468,0.005216475110501051,0.388295441865921,0.5381197929382324,-0.09290000051259995,0.3745438754558563,0.5353084802627563,-0.08764877170324326,0.44146600365638733,0.5550263524055481,-0.03894450142979622,0.4295808672904968,0.5706961154937744,0.03897826746106148,0.41811859607696533,0.5851628184318542,-0.14972230792045593,0.4224189519882202,0.6146987676620483,0.06256307661533356,0.42863115668296814,0.6695384383201599,-0.13532759249210358,0.44553276896476746,0.6231847405433655,0.17900700867176056,0.4359220862388611,0.6764158010482788,-0.13311457633972168,0.45089003443717957,0.618691623210907,0.19073247909545898,0.4179258644580841,0.711178183555603,-0.1639188975095749,0.446415513753891,0.6505202651023865,0.19069251418113708
skeleton_00049_H_A_SY_C2_00049_H_A_SY_C2_I009.jpg,0.4111599624156952,0.4661613702774048,-0.14224323630332947,0.4034019708633423,0.46809497475624084,-0.03022552654147148,0.40903156995773315,0.5395249128341675,-0.1518624871969223,0.40409228205680847,0.535920262336731,-0.0031502710189670324,0.38711073994636536,0.5431363582611084,-0.15042565762996674,0.38619083166122437,0.5440575480461121,-0.0139396321028471,0.42091062664985657,0.5653371214866638,-0.041665494441986084,0.41572892665863037,0.5600127577781677,0.041602905839681625,0.4199988543987274,0.6108927726745605,-0.02404872700572014,0.4157676100730896,0.6052407026290894,0.1408013254404068,0.43657490611076355,0.6705135703086853,0.023282067850232124,0.4255067706108093,0.6374459266662598,0.23840969800949097,0.4442552924156189,0.6824829578399658,0.027982624247670174,0.4301239848136902,0.6424914598464966,0.2484346479177475,0.4263560175895691,0.6999971270561218,0.003222879022359848,0.41694366931915283,0.6535478234291077,0.24385586380958557
skeleton_00049_H_A_SY_C2_00049_H_A_SY_C2_I010.jpg,0.43399444222450256,0.43531334400177,-0.0931406021118164,0.4256688952445984,0.4446256160736084,0.07862623035907745,0.43048396706581116,0.5087259411811829,-0.10207103937864304,0.42400577664375305,0.4935459792613983,0.1417374163866043,0.40917906165122986,0.5507694482803345,-0.07487470656633377,0.40269505977630615,0.5031147599220276,0.1519637107849121,0.46786266565322876,0.5465105772018433,-0.05866631492972374,0.457266628742218,0.541979193687439,0.05867777764797211,0.4116782546043396,0.5731602311134338,-0.0952690839767456,0.4131678640842438,0.5743374824523926,0.03351907059550285,0.43473055958747864,0.6675635576248169,-0.05339634045958519,0.44333788752555847,0.644228458404541,0.06662652641534805,0.4457544684410095,0.6793535351753235,-0.04799099639058113,0.4536987543106079,0.649042010307312,0.06926675140857697,0.42106392979621887,0.7104979157447815,-0.05851881951093674,0.4303237199783325,0.6822460889816284,0.05940921977162361
skeleton_00056_H_A_SY_C2_00056_H_A_SY_C2_I005.jpg,0.5125539302825928,0.41112956404685974,-0.11881899833679199,0.47889015078544617,0.4808398187160492,-0.020293908193707466,0.5546122193336487,0.39802196621894836,-0.2367165982723236,0.47963693737983704,0.5499056577682495,-0.05372347682714462,0.5183432102203369,0.43078386783599854,-0.36472734808921814,0.4849730134010315,0.5966532230377197,-0.1838679164648056,0.5768052935600281,0.5266063213348389,-0.038511648774147034,0.5581939220428467,0.5653969049453735,0.038377419114112854,0.6061669588088989,0.6151492595672607,-0.1088016927242279,0.5649064183235168,0.6534101963043213,-0.021423133090138435,0.609779953956604,0.6025157570838928,0.12802378833293915,0.6023909449577332,0.5965662002563477,0.159701406955719,0.6089370250701904,0.5896790027618408,0.15449652075767517,0.6052507162094116,0.5781559944152832,0.18101629614830017,0.6153589487075806,0.6349865198135376,0.15839195251464844,0.6181422472000122,0.6146276593208313,0.19022046029567719
skeleton_00056_H_A_SY_C2_00056_H_A_SY_C2_I006.jpg,0.44715818762779236,0.4814395606517792,0.07048341631889343,0.44951438903808594,0.5516127347946167,0.13823214173316956,0.44718021154403687,0.5101217031478882,-0.006233320105820894,0.4594283401966095,0.5975735187530518,0.06754707545042038,0.42473381757736206,0.5641602277755737,0.0019884705543518066,0.43356865644454956,0.5659139156341553,-0.00534417387098074,0.528794527053833,0.5306963920593262,-0.02579866535961628,0.5277661085128784,0.576600968837738,0.025719361379742622,0.543468713760376,0.5878993272781372,-0.13219386339187622,0.5060828924179077,0.6364643573760986,-0.07352825254201889,0.5742075443267822,0.6243748068809509,-0.17278780043125153,0.5621904134750366,0.6431278586387634,-0.13378164172172546,0.5802838206291199,0.6210376620292664,-0.17770574986934662,0.5730355978012085,0.6342389583587646,-0.14193913340568542,0.5908902287483215,0.6631767153739929,-0.2062440812587738,0.5827533006668091,0.6765090823173523,-0.174323171377182
skeleton_00056_H_A_SY_C2_00056_H_A_SY_C2_I007.jpg,0.440548837184906,0.5128711462020874,-0.008357156999409199,0.4466041922569275,0.5427391529083252,0.14306087791919708,0.4296891391277313,0.5785219073295593,-0.061920858919620514,0.4443541169166565,0.5807194709777832,0.20644976198673248,0.4142571985721588,0.5936098694801331,-0.04503856226801872,0.4215407967567444,0.5862395763397217,0.2096211165189743,0.5232115387916565,0.5427554845809937,-0.053101275116205215,0.521172821521759,0.5665081739425659,0.05304771661758423,0.504308819770813,0.619041383266449,-0.172980397939682,0.486583411693573,0.625872790813446,-0.0039755553007125854,0.5713850855827332,0.6340746879577637,-0.21526804566383362,0.5539186000823975,0.6521375179290771,-0.07488333433866501,0.5838538408279419,0.6216490268707275,-0.2180546671152115,0.5700957179069519,0.6377297043800354,-0.08280182629823685,0.5844699144363403,0.6792837381362915,-0.2395685464143753,0.5617551207542419,0.6984205842018127,-0.09354264289140701
